12,ENSGALP00000047587,ENSP00000354665,ENSPTRP00000061410,ENSMMUP00000031373,ENSGGOP00000028201,ENSMUSP00000081002,ENSRNOP00000045645,ENSBTAP00000053156,ENSXETP00000064143
13,ENSGALP00000049299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,ENSGALP00000052223,ENSP00000340820,ENSPTRP00000015840,ENSMMUP00000001080,ENSGGOP00000016987,ENSMUSP00000097919,ENSRNOP00000040951,ENSBTAP00000054412,ENSXETP00000047679
15,ENSGALP00000052906,ENSP00000369889,ENSPTRP00000041995,ENSMMUP00000015024,ENSGGOP00000004237,ENSMUSP00000023123,ENSRNOP00000071077,ENSBTAP00000017505,ENSXETP00000043834
16,ENSGALP00000046594,ENSP00000386636,ENSPTRP00000021558,ENSMMUP00000055755,ENSGGOP00000027213,ENSMUSP00000130313,ENSRNOP00000011175,ENSBTAP00000011484,ENSXETP00000054190
17,ENSGALP00000047920,ENSP00000265069,ENSPTRP00000047113,ENSMMUP00000034896,ENSGGOP00000015912,ENSMUSP00000118911,ENSRNOP00000016196,ENSBTAP00000011072,ENSXETP00000034043
18,ENSGALP00000055853,ENSP00000265069,ENSPTRP00000047113,ENSMMUP00000034896,ENSGGOP00000015912,ENSMUSP00000118911,ENSRNOP00000016196,ENSBTAP00000011072,ENSXETP00000034043
19,ENSGALP00000045548,ENSP00000276570,ENSPTRP00000034746,ENSMMUP00000028426,ENSGGOP00000026669,ENSMUSP00000113414,ENSRNOP00000017387,ENSBTAP00000020262,ENSXETP00000061234
20,ENSGALP00000046908,NULL,NULL,ENSMMUP00000058045,NULL,NULL,NULL,NULL,NULL
21,ENSGALP00000046922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,ENSGALP00000052872,ENSP00000354280,ENSPTRP00000033904,ENSMMUP00000000372,ENSGGOP00000008247,ENSMUSP00000064498,ENSRNOP00000039224,ENSBTAP00000004737,ENSXETP00000016876
23,ENSGALP00000049836,ENSP00000370624,ENSPTRP00000028933,ENSMMUP00000060670,ENSGGOP00000014871,ENSMUSP00000104895,ENSRNOP00000069147,ENSBTAP00000018934,ENSXETP00000060609
24,ENSGALP00000044778,ENSP00000400471,ENSPTRP00000008323,ENSMMUP00000053535,ENSGGOP00000004222,ENSMUSP00000069764,ENSRNOP00000071424,ENSBTAP00000000578,ENSXETP00000023335
25,ENSGALP00000051943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,ENSGALP00000057268,ENSP00000365569,ENSPTRP00000030607,ENSMMUP00000018494,ENSGGOP00000002275,ENSMUSP00000001569,ENSRNOP00000071275,ENSBTAP00000013135,ENSXETP00000063675
27,ENSGALP00000050814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,ENSGALP00000048498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,ENSGALP00000057679,ENSP00000363391,ENSPTRP00000023066,ENSMMUP00000012321,ENSGGOP00000007797,ENSMUSP00000036484,ENSRNOP00000026578,ENSBTAP00000009127,ENSXETP00000059030
30,ENSGALP00000051557,ENSP00000365569,ENSPTRP00000030607,ENSMMUP00000018494,ENSGGOP00000002275,ENSMUSP00000001569,ENSRNOP00000071275,ENSBTAP00000013135,ENSXETP00000063675
31,ENSGALP00000043795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,ENSGALP00000046532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,ENSGALP00000046818,ENSP00000339001,ENSPTRP00000030606,ENSMMUP00000031199,ENSGGOP00000025350,ENSMUSP00000001566,ENSRNOP00000075269,ENSBTAP00000009158,ENSXETP00000052187
34,ENSGALP00000052450,ENSP00000447173,NULL,ENSMMUP00000008847,ENSGGOP00000016073,ENSMUSP00000023119,ENSRNOP00000070446,ENSBTAP00000021832,ENSXETP00000023342
35,ENSGALP00000044158,ENSP00000447173,NULL,ENSMMUP00000008847,ENSGGOP00000016073,ENSMUSP00000023119,ENSRNOP00000070446,ENSBTAP00000021832,ENSXETP00000023342
36,ENSGALP00000039387,ENSP00000441954,NULL,ENSMMUP00000000461,ENSGGOP00000019251,ENSMUSP00000065798,ENSRNOP00000016704,ENSBTAP00000029021,NULL
37,ENSGALP00000050262,ENSP00000441954,NULL,ENSMMUP00000000461,ENSGGOP00000019251,ENSMUSP00000065798,ENSRNOP00000016704,ENSBTAP00000029021,NULL
38,ENSGALP00000057467,ENSP00000328230,ENSPTRP00000048801,ENSMMUP00000050051,ENSGGOP00000005747,ENSMUSP00000092163,ENSRNOP00000028532,ENSBTAP00000054468,ENSXETP00000058627
39,ENSGALP00000047339,ENSP00000365588,ENSPTRP00000042596,ENSMMUP00000031201,ENSGGOP00000000718,ENSMUSP00000080949,ENSRNOP00000049009,ENSBTAP00000035767,NULL
40,ENSGALP00000053931,ENSP00000364815,ENSPTRP00000030618,ENSMMUP00000008979,ENSGGOP00000011094,ENSMUSP00000084572,ENSRNOP00000072696,ENSBTAP00000007404,ENSXETP00000051937
41,ENSGALP00000049270,ENSP00000364815,ENSPTRP00000030618,ENSMMUP00000008979,ENSGGOP00000011094,ENSMUSP00000084572,ENSRNOP00000072696,ENSBTAP00000007404,ENSXETP00000051937
42,ENSGALP00000052573,ENSP00000364815,ENSPTRP00000030618,ENSMMUP00000008979,ENSGGOP00000011094,ENSMUSP00000084572,ENSRNOP00000072696,ENSBTAP00000007404,ENSXETP00000051937
43,ENSGALP00000048088,ENSP00000364815,ENSPTRP00000030618,ENSMMUP00000008979,ENSGGOP00000011094,ENSMUSP00000084572,ENSRNOP00000072696,ENSBTAP00000007404,ENSXETP00000051937
44,ENSGALP00000056656,ENSP00000364815,ENSPTRP00000030618,ENSMMUP00000008979,ENSGGOP00000011094,ENSMUSP00000084572,ENSRNOP00000072696,ENSBTAP00000007404,ENSXETP00000051937
45,ENSGALP00000053519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,ENSGALP00000048551,ENSP00000206542,ENSPTRP00000010343,ENSMMUP00000009002,ENSGGOP00000002091,ENSMUSP00000124039,ENSRNOP00000012789,ENSBTAP00000003557,ENSXETP00000037053
47,ENSGALP00000007002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,ENSGALP00000052919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,ENSGALP00000046107,ENSP00000267103,ENSPTRP00000008531,ENSMMUP00000029020,ENSGGOP00000015405,ENSMUSP00000109312,ENSRNOP00000017942,ENSBTAP00000026875,ENSXETP00000027716
50,ENSGALP00000055455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,ENSGALP00000050388,ENSP00000303775,ENSPTRP00000020616,ENSMMUP00000004956,ENSGGOP00000013857,ENSMUSP00000056659,ENSRNOP00000012913,ENSBTAP00000021097,ENSXETP00000037799
52,ENSGALP00000056531,ENSP00000223061,ENSPTRP00000033377,ENSMMUP00000003938,ENSGGOP00000010479,ENSMUSP00000031731,ENSRNOP00000073700,ENSBTAP00000027347,ENSXETP00000037826
53,ENSGALP00000056247,ENSP00000440984,ENSPTRP00000012613,ENSMMUP00000043046,ENSGGOP00000006643,ENSMUSP00000080739,ENSRNOP00000026030,ENSBTAP00000053236,ENSXETP00000023351
54,ENSGALP00000053808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,ENSGALP00000047537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,ENSGALP00000044974,ENSP00000416330,ENSPTRP00000056967,ENSMMUP00000000452,ENSGGOP00000009301,ENSMUSP00000037719,ENSRNOP00000016389,ENSBTAP00000012519,ENSXETP00000032971
57,ENSGALP00000057746,ENSP00000416330,ENSPTRP00000056967,ENSMMUP00000000452,ENSGGOP00000009301,ENSMUSP00000037719,ENSRNOP00000016389,ENSBTAP00000012519,ENSXETP00000032971
58,ENSGALP00000048057,ENSP00000440984,ENSPTRP00000012613,ENSMMUP00000043046,ENSGGOP00000006643,ENSMUSP00000080739,ENSRNOP00000026030,ENSBTAP00000053236,ENSXETP00000023351
59,ENSGALP00000055976,ENSP00000209873,ENSPTRP00000008533,ENSMMUP00000051626,ENSGGOP00000015420,ENSMUSP00000044604,ENSRNOP00000018808,ENSBTAP00000026878,ENSXETP00000027714
60,ENSGALP00000057296,ENSP00000209873,ENSPTRP00000008533,ENSMMUP00000051626,ENSGGOP00000015420,ENSMUSP00000044604,ENSRNOP00000018808,ENSBTAP00000026878,ENSXETP00000027714
61,ENSGALP00000045376,ENSP00000419117,ENSPTRP00000027186,ENSMMUP00000000067,ENSGGOP00000021047,ENSMUSP00000110728,ENSRNOP00000049054,ENSBTAP00000018888,ENSXETP00000057927
62,ENSGALP00000049347,ENSP00000419117,ENSPTRP00000027186,ENSMMUP00000000067,ENSGGOP00000021047,ENSMUSP00000110728,ENSRNOP00000049054,ENSBTAP00000018888,ENSXETP00000057927
63,ENSGALP00000047165,ENSP00000419117,ENSPTRP00000027186,ENSMMUP00000000067,ENSGGOP00000021047,ENSMUSP00000110728,ENSRNOP00000049054,ENSBTAP00000018888,ENSXETP00000057927
64,ENSGALP00000053910,ENSP00000380785,ENSPTRP00000059756,ENSMMUP00000047547,ENSGGOP00000023997,ENSMUSP00000067752,ENSRNOP00000033999,ENSBTAP00000043388,ENSXETP00000010323
65,ENSGALP00000050054,ENSP00000380785,ENSPTRP00000059756,ENSMMUP00000047547,ENSGGOP00000023997,ENSMUSP00000067752,ENSRNOP00000033999,ENSBTAP00000043388,ENSXETP00000010323
66,ENSGALP00000052277,ENSP00000168216,ENSPTRP00000037656,ENSMMUP00000012180,ENSGGOP00000022014,ENSMUSP00000026289,ENSRNOP00000043608,ENSBTAP00000023642,ENSXETP00000016841
67,ENSGALP00000007030,ENSP00000385899,ENSPTRP00000032225,ENSMMUP00000025926,ENSGGOP00000012616,ENSMUSP00000082928,NULL,ENSBTAP00000005275,NULL
68,ENSGALP00000046959,ENSP00000385899,ENSPTRP00000032225,ENSMMUP00000025926,ENSGGOP00000012616,ENSMUSP00000082928,NULL,ENSBTAP00000005275,NULL
69,ENSGALP00000043951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,ENSGALP00000052445,ENSP00000168216,ENSPTRP00000037656,ENSMMUP00000012180,ENSGGOP00000022014,ENSMUSP00000026289,ENSRNOP00000043608,ENSBTAP00000023642,ENSXETP00000016841
71,ENSGALP00000044226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,ENSGALP00000045891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,ENSGALP00000047297,ENSP00000262210,ENSPTRP00000040834,ENSMMUP00000018946,ENSGGOP00000026756,ENSMUSP00000068804,ENSRNOP00000008480,ENSBTAP00000019552,ENSXETP00000050273
74,ENSGALP00000056007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,ENSGALP00000046265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,ENSGALP00000010210,ENSP00000274507,ENSPTRP00000029524,ENSMMUP00000002600,ENSGGOP00000022517,ENSMUSP00000060495,ENSRNOP00000016252,ENSBTAP00000001648,NULL
77,ENSGALP00000045150,ENSP00000274507,ENSPTRP00000029524,ENSMMUP00000002600,ENSGGOP00000022517,ENSMUSP00000060495,ENSRNOP00000016252,ENSBTAP00000001648,NULL
78,ENSGALP00000006535,ENSP00000323926,ENSPTRP00000022348,ENSMMUP00000043701,ENSGGOP00000008197,ENSMUSP00000036991,ENSRNOP00000025879,ENSBTAP00000019509,ENSXETP00000005136
79,ENSGALP00000054771,ENSP00000323926,ENSPTRP00000022348,ENSMMUP00000043701,ENSGGOP00000008197,ENSMUSP00000036991,ENSRNOP00000025879,ENSBTAP00000019509,ENSXETP00000005136
80,ENSGALP00000055775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,ENSGALP00000053832,ENSP00000395473,ENSPTRP00000017983,ENSMMUP00000022170,ENSGGOP00000013044,ENSMUSP00000034121,ENSRNOP00000030766,ENSBTAP00000008193,ENSXETP00000012332
82,ENSGALP00000053548,ENSP00000395473,ENSPTRP00000017983,ENSMMUP00000022170,ENSGGOP00000013044,ENSMUSP00000034121,ENSRNOP00000030766,ENSBTAP00000008193,ENSXETP00000012332
83,ENSGALP00000053162,ENSP00000395473,ENSPTRP00000017983,ENSMMUP00000022170,ENSGGOP00000013044,ENSMUSP00000034121,ENSRNOP00000030766,ENSBTAP00000008193,ENSXETP00000012332
84,ENSGALP00000055449,ENSP00000362707,ENSPTRP00000023135,ENSMMUP00000047414,ENSGGOP00000023272,ENSMUSP00000079965,ENSRNOP00000050480,ENSBTAP00000041200,NULL
85,ENSGALP00000045516,ENSP00000362707,ENSPTRP00000023135,ENSMMUP00000047414,ENSGGOP00000023272,ENSMUSP00000079965,ENSRNOP00000050480,ENSBTAP00000041200,NULL
86,ENSGALP00000048439,ENSP00000362707,ENSPTRP00000023135,ENSMMUP00000047414,ENSGGOP00000023272,ENSMUSP00000079965,ENSRNOP00000050480,ENSBTAP00000041200,NULL
87,ENSGALP00000052299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,ENSGALP00000058585,ENSP00000249269,ENSPTRP00000047720,ENSMMUP00000004571,ENSGGOP00000023339,ENSMUSP00000030882,ENSRNOP00000017017,ENSBTAP00000004922,ENSXETP00000062576
89,ENSGALP00000013458,ENSP00000249269,ENSPTRP00000047720,ENSMMUP00000004571,ENSGGOP00000023339,ENSMUSP00000030882,ENSRNOP00000017017,ENSBTAP00000004922,ENSXETP00000062576
90,ENSGALP00000043503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,ENSGALP00000058180,NULL,NULL,ENSMMUP00000002603,ENSGGOP00000013780,ENSMUSP00000035248,ENSRNOP00000073794,ENSBTAP00000003178,ENSXETP00000017344
92,ENSGALP00000010216,NULL,NULL,ENSMMUP00000002603,ENSGGOP00000013780,ENSMUSP00000035248,ENSRNOP00000073794,ENSBTAP00000003178,ENSXETP00000017344
93,ENSGALP00000046625,ENSP00000286794,ENSPTRP00000027844,ENSMMUP00000040755,ENSGGOP00000009559,ENSMUSP00000057336,ENSRNOP00000069946,ENSBTAP00000017477,ENSXETP00000046985
94,ENSGALP00000056404,ENSP00000286794,ENSPTRP00000027844,ENSMMUP00000040755,ENSGGOP00000009559,ENSMUSP00000057336,ENSRNOP00000069946,ENSBTAP00000017477,ENSXETP00000046985
95,ENSGALP00000053879,ENSP00000286794,ENSPTRP00000027844,ENSMMUP00000040755,ENSGGOP00000009559,ENSMUSP00000057336,ENSRNOP00000069946,ENSBTAP00000017477,ENSXETP00000046985
96,ENSGALP00000051554,ENSP00000286794,ENSPTRP00000027844,ENSMMUP00000040755,ENSGGOP00000009559,ENSMUSP00000057336,ENSRNOP00000069946,ENSBTAP00000017477,ENSXETP00000046985
97,ENSGALP00000051139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,ENSGALP00000056535,ENSP00000461749,ENSPTRP00000014785,ENSMMUP00000013826,ENSGGOP00000013435,ENSMUSP00000104234,ENSRNOP00000023379,ENSBTAP00000025896,ENSXETP00000014538
99,ENSGALP00000053538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,ENSGALP00000057011,ENSP00000435954,ENSPTRP00000035085,ENSMMUP00000024617,ENSGGOP00000008276,ENSMUSP00000022967,ENSRNOP00000005556,ENSBTAP00000011219,ENSXETP00000017367
101,ENSGALP00000026160,ENSP00000039007,ENSPTRP00000037399,ENSMMUP00000017738,ENSGGOP00000011416,ENSMUSP00000056152,ENSRNOP00000004686,ENSBTAP00000001947,ENSXETP00000018777
102,ENSGALP00000044476,ENSP00000168148,ENSPTRP00000022349,ENSMMUP00000015968,ENSGGOP00000006533,ENSMUSP00000027518,ENSRNOP00000075164,ENSBTAP00000002631,NULL
103,ENSGALP00000039012,ENSP00000168148,ENSPTRP00000022349,ENSMMUP00000015968,ENSGGOP00000006533,ENSMUSP00000027518,ENSRNOP00000075164,ENSBTAP00000002631,NULL
104,ENSGALP00000007048,ENSP00000222382,ENSPTRP00000045445,ENSMMUP00000004730,ENSGGOP00000020968,ENSMUSP00000031633,ENSRNOP00000001863,ENSBTAP00000055446,ENSXETP00000025717
105,ENSGALP00000053256,ENSP00000363391,ENSPTRP00000023066,ENSMMUP00000012321,ENSGGOP00000007797,ENSMUSP00000036484,ENSRNOP00000026578,ENSBTAP00000009127,ENSXETP00000059030
106,ENSGALP00000043701,ENSP00000306866,ENSPTRP00000014784,ENSMMUP00000030224,ENSGGOP00000013429,ENSMUSP00000018711,ENSRNOP00000023724,ENSBTAP00000019814,NULL
107,ENSGALP00000010218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,ENSGALP00000050876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,ENSGALP00000055861,ENSP00000382476,ENSPTRP00000028842,ENSMMUP00000037374,ENSGGOP00000002577,ENSMUSP00000108755,ENSRNOP00000040708,ENSBTAP00000023177,NULL
110,ENSGALP00000039006,ENSP00000339754,ENSPTRP00000022350,ENSMMUP00000015110,ENSGGOP00000022004,ENSMUSP00000124344,NULL,ENSBTAP00000054894,ENSXETP00000023856
111,ENSGALP00000056051,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,ENSGALP00000051183,ENSP00000221859,ENSPTRP00000018648,ENSMMUP00000000706,ENSGGOP00000015046,ENSMUSP00000019882,ENSRNOP00000067287,ENSBTAP00000019969,NULL
113,ENSGALP00000047296,ENSP00000367766,NULL,ENSMMUP00000017737,NULL,ENSMUSP00000037358,ENSRNOP00000060034,ENSBTAP00000005090,ENSXETP00000060581
114,ENSGALP00000006573,ENSP00000386862,ENSPTRP00000046181,ENSMMUP00000018157,ENSGGOP00000013173,ENSMUSP00000067581,ENSRNOP00000026312,ENSBTAP00000018420,ENSXETP00000023846
115,ENSGALP00000055492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,ENSGALP00000007068,ENSP00000222382,ENSPTRP00000045445,ENSMMUP00000004730,ENSGGOP00000020968,ENSMUSP00000031633,ENSRNOP00000001863,ENSBTAP00000055446,ENSXETP00000025717
117,ENSGALP00000053294,ENSP00000422375,ENSPTRP00000060698,ENSMMUP00000052962,ENSGGOP00000003867,ENSMUSP00000035180,ENSRNOP00000017318,ENSBTAP00000024966,ENSXETP00000046984
118,ENSGALP00000010236,ENSP00000413049,ENSPTRP00000029521,ENSMMUP00000002605,ENSGGOP00000013767,ENSMUSP00000021971,ENSRNOP00000016138,ENSBTAP00000032026,ENSXETP00000017336
119,ENSGALP00000050044,ENSP00000253812,ENSPTRP00000047956,NULL,NULL,ENSMUSP00000067728,ENSRNOP00000039238,NULL,NULL
120,ENSGALP00000053239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,ENSGALP00000045258,NULL,NULL,NULL,NULL,NULL,ENSRNOP00000070283,NULL,NULL
122,ENSGALP00000006662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ENSXETP00000059677
123,ENSGALP00000013413,ENSP00000368565,ENSPTRP00000047719,ENSMMUP00000035009,ENSGGOP00000004379,ENSMUSP00000030771,ENSRNOP00000016909,ENSBTAP00000004925,ENSXETP00000049978
124,ENSGALP00000010242,ENSP00000337065,ENSPTRP00000029520,ENSMMUP00000006341,ENSGGOP00000002796,ENSMUSP00000021970,ENSRNOP00000016009,ENSBTAP00000008803,ENSXETP00000017332
125,ENSGALP00000053494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,ENSGALP00000007086,ENSP00000328720,ENSPTRP00000046255,ENSMMUP00000014713,ENSGGOP00000002647,ENSMUSP00000072616,ENSRNOP00000001466,ENSBTAP00000025710,NULL
127,ENSGALP00000045504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,ENSGALP00000044564,ENSP00000393260,ENSPTRP00000035442,ENSMMUP00000029527,ENSGGOP00000007990,ENSMUSP00000079268,ENSRNOP00000061525,ENSBTAP00000037199,ENSXETP00000017859
129,ENSGALP00000045536,ENSP00000393260,ENSPTRP00000035442,ENSMMUP00000029527,ENSGGOP00000007990,ENSMUSP00000079268,ENSRNOP00000061525,ENSBTAP00000037199,ENSXETP00000017859
130,ENSGALP00000046752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ENSXETP00000059677
131,ENSGALP00000049897,ENSP00000367794,ENSPTRP00000037386,ENSMMUP00000017254,ENSGGOP00000020741,ENSMUSP00000047926,ENSRNOP00000048924,ENSBTAP00000005604,ENSXETP00000018780
132,ENSGALP00000052647,ENSP00000340648,ENSPTRP00000047397,ENSMMUP00000055236,ENSGGOP00000014056,ENSMUSP00000026292,ENSRNOP00000069644,ENSBTAP00000008060,ENSXETP00000060650
133,ENSGALP00000057908,ENSP00000317580,ENSPTRP00000029519,ENSMMUP00000006339,ENSGGOP00000017462,ENSMUSP00000050484,ENSRNOP00000015916,ENSBTAP00000004322,NULL
134,ENSGALP00000043802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ENSXETP00000059677
135,ENSGALP00000056569,ENSP00000310723,ENSPTRP00000008357,ENSMMUP00000011057,ENSGGOP00000023767,ENSMUSP00000003450,ENSRNOP00000072026,ENSBTAP00000029071,ENSXETP00000021609
136,ENSGALP00000048521,ENSP00000363391,ENSPTRP00000023066,ENSMMUP00000012321,ENSGGOP00000007797,ENSMUSP00000036484,ENSRNOP00000026578,ENSBTAP00000009127,ENSXETP00000059030
137,ENSGALP00000055315,ENSP00000346768,ENSPTRP00000022336,NULL,NULL,ENSMUSP00000108759,NULL,NULL,NULL
138,ENSGALP00000056790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,ENSGALP00000046760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,ENSGALP00000013388,ENSP00000391211,ENSPTRP00000033481,ENSMMUP00000058855,ENSGGOP00000008962,ENSMUSP00000030769,ENSRNOP00000016450,ENSBTAP00000056372,ENSXETP00000050044
141,ENSGALP00000055268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,ENSGALP00000038990,NULL,ENSPTRP00000061262,NULL,ENSGGOP00000017005,NULL,NULL,NULL,ENSXETP00000062606
143,ENSGALP00000052537,NULL,ENSPTRP00000061262,NULL,ENSGGOP00000017005,NULL,NULL,NULL,ENSXETP00000062606
144,ENSGALP00000021596,ENSP00000280245,ENSPTRP00000007113,ENSMMUP00000036806,ENSGGOP00000002278,ENSMUSP00000102839,ENSRNOP00000072509,ENSBTAP00000014789,ENSXETP00000023420
145,ENSGALP00000047591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,ENSGALP00000047204,ENSP00000256079,ENSPTRP00000008198,ENSMMUP00000058356,ENSGGOP00000024671,ENSMUSP00000046759,ENSRNOP00000073839,ENSBTAP00000018760,ENSXETP00000016365
147,ENSGALP00000054793,ENSP00000256079,ENSPTRP00000008198,ENSMMUP00000058356,ENSGGOP00000024671,ENSMUSP00000046759,ENSRNOP00000073839,ENSBTAP00000018760,ENSXETP00000016365
148,ENSGALP00000021094,ENSP00000256079,ENSPTRP00000008198,ENSMMUP00000058356,ENSGGOP00000024671,ENSMUSP00000046759,ENSRNOP00000073839,ENSBTAP00000018760,ENSXETP00000016365
149,ENSGALP00000050977,ENSP00000296824,ENSPTRP00000039727,ENSMMUP00000051862,ENSGGOP00000002625,ENSMUSP00000022063,ENSRNOP00000017779,ENSBTAP00000054191,ENSXETP00000050582
150,ENSGALP00000057993,ENSP00000296824,ENSPTRP00000039727,ENSMMUP00000051862,ENSGGOP00000002625,ENSMUSP00000022063,ENSRNOP00000017779,ENSBTAP00000054191,ENSXETP00000050582
151,ENSGALP00000045978,ENSP00000297562,ENSPTRP00000056847,ENSMMUP00000014717,NULL,ENSMUSP00000041863,ENSRNOP00000001469,ENSBTAP00000016176,ENSXETP00000031498
152,ENSGALP00000058395,ENSP00000297562,ENSPTRP00000056847,ENSMMUP00000014717,NULL,ENSMUSP00000041863,ENSRNOP00000001469,ENSBTAP00000016176,ENSXETP00000031498
153,ENSGALP00000051205,ENSP00000297562,ENSPTRP00000056847,ENSMMUP00000014717,NULL,ENSMUSP00000041863,ENSRNOP00000001469,ENSBTAP00000016176,ENSXETP00000031498
154,ENSGALP00000046838,ENSP00000297562,ENSPTRP00000056847,ENSMMUP00000014717,NULL,ENSMUSP00000041863,ENSRNOP00000001469,ENSBTAP00000016176,ENSXETP00000031498
155,ENSGALP00000054875,ENSP00000393260,ENSPTRP00000035442,ENSMMUP00000029527,ENSGGOP00000007990,ENSMUSP00000079268,ENSRNOP00000061525,ENSBTAP00000037199,ENSXETP00000017859
156,ENSGALP00000055220,ENSP00000393260,ENSPTRP00000035442,ENSMMUP00000029527,ENSGGOP00000007990,ENSMUSP00000079268,ENSRNOP00000061525,ENSBTAP00000037199,ENSXETP00000017859
157,ENSGALP00000053570,ENSP00000393260,ENSPTRP00000035442,ENSMMUP00000029527,ENSGGOP00000007990,ENSMUSP00000079268,ENSRNOP00000061525,ENSBTAP00000037199,ENSXETP00000017859
158,ENSGALP00000043763,ENSP00000393260,ENSPTRP00000035442,ENSMMUP00000029527,ENSGGOP00000007990,ENSMUSP00000079268,ENSRNOP00000061525,ENSBTAP00000037199,ENSXETP00000017859
