15,ENSXETP00000000657,ENSP00000253686,ENSPTRP00000025285,ENSMMUP00000006825,ENSGGOP00000010723,ENSMUSP00000114402,ENSBTAP00000018234,ENSGALP00000013841,NULL
16,ENSXETP00000039112,ENSP00000476795,ENSPTRP00000053394,ENSMMUP00000019699,ENSGGOP00000013869,ENSMUSP00000070168,ENSBTAP00000012406,ENSGALP00000021874,NULL
17,ENSXETP00000014984,ENSP00000271715,ENSPTRP00000002195,ENSMMUP00000052937,ENSGGOP00000010319,ENSMUSP00000102891,ENSBTAP00000033789,ENSGALP00000051191,NULL
18,ENSXETP00000044778,ENSP00000271715,ENSPTRP00000002195,ENSMMUP00000052937,ENSGGOP00000010319,ENSMUSP00000102891,ENSBTAP00000033789,ENSGALP00000051191,NULL
19,ENSXETP00000023533,ENSP00000287218,ENSPTRP00000050186,ENSMMUP00000002183,ENSGGOP00000002237,ENSMUSP00000063158,ENSBTAP00000035964,ENSGALP00000016461,NULL
20,ENSXETP00000059623,ENSP00000287218,ENSPTRP00000050186,ENSMMUP00000002183,ENSGGOP00000002237,ENSMUSP00000063158,ENSBTAP00000035964,ENSGALP00000016461,NULL
21,ENSXETP00000028820,ENSP00000339933,ENSPTRP00000056053,ENSMMUP00000030466,ENSGGOP00000023723,ENSMUSP00000035417,ENSBTAP00000044193,NULL,NULL
22,ENSXETP00000011017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,ENSXETP00000023529,ENSP00000418751,ENSPTRP00000050185,ENSMMUP00000033751,ENSGGOP00000002243,ENSMUSP00000127300,ENSBTAP00000000688,ENSGALP00000037396,NULL
24,ENSXETP00000058784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,ENSXETP00000061594,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,ENSXETP00000037957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,ENSXETP00000061158,NULL,NULL,ENSMMUP00000004885,ENSGGOP00000021158,ENSMUSP00000095977,ENSBTAP00000053273,ENSGALP00000048364,NULL
28,ENSXETP00000012526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,ENSXETP00000000399,ENSP00000319531,ENSPTRP00000014317,ENSMMUP00000017189,ENSGGOP00000000229,ENSMUSP00000037131,ENSBTAP00000011039,ENSGALP00000048390,NULL
30,ENSXETP00000061445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,ENSXETP00000058419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,ENSXETP00000059464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,ENSXETP00000059585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,ENSXETP00000044780,ENSP00000271636,ENSPTRP00000039353,ENSMMUP00000027997,ENSGGOP00000007787,ENSMUSP00000102894,ENSBTAP00000023352,ENSGALP00000001352,NULL
35,ENSXETP00000061770,ENSP00000271636,ENSPTRP00000039353,ENSMMUP00000027997,ENSGGOP00000007787,ENSMUSP00000102894,ENSBTAP00000023352,ENSGALP00000001352,NULL
36,ENSXETP00000012527,ENSP00000274849,ENSPTRP00000030427,ENSMMUP00000009072,ENSGGOP00000018402,ENSMUSP00000045888,ENSBTAP00000014277,NULL,NULL
37,ENSXETP00000058562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,ENSXETP00000028619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,ENSXETP00000002473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,ENSXETP00000009341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,ENSXETP00000010418,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,ENSXETP00000003363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,ENSXETP00000061817,ENSP00000362463,ENSPTRP00000030963,ENSMMUP00000042780,ENSGGOP00000020410,ENSMUSP00000024823,ENSBTAP00000016884,ENSGALP00000016450,NULL
44,ENSXETP00000023525,ENSP00000362463,ENSPTRP00000030963,ENSMMUP00000042780,ENSGGOP00000020410,ENSMUSP00000024823,ENSBTAP00000016884,ENSGALP00000016450,NULL
45,ENSXETP00000060250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,ENSXETP00000063395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,ENSXETP00000019236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,ENSXETP00000059295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,ENSXETP00000000377,ENSP00000338673,ENSPTRP00000014478,ENSMMUP00000003366,ENSGGOP00000023038,ENSMUSP00000045527,ENSBTAP00000044609,ENSGALP00000009912,NULL
50,ENSXETP00000060990,ENSP00000264717,ENSPTRP00000020223,ENSMMUP00000006765,ENSGGOP00000012482,ENSMUSP00000072084,ENSBTAP00000041859,NULL,NULL
51,ENSXETP00000063341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,ENSXETP00000058461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,ENSXETP00000062278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,ENSXETP00000032796,ENSP00000378917,ENSPTRP00000053641,ENSMMUP00000004396,ENSGGOP00000013787,ENSMUSP00000035415,ENSBTAP00000042875,NULL,NULL
55,ENSXETP00000032798,ENSP00000378917,ENSPTRP00000053641,ENSMMUP00000004396,ENSGGOP00000013787,ENSMUSP00000035415,ENSBTAP00000042875,NULL,NULL
56,ENSXETP00000060071,ENSP00000349723,ENSPTRP00000052505,ENSMMUP00000004346,ENSGGOP00000001216,ENSMUSP00000068258,ENSBTAP00000023987,ENSGALP00000052312,NULL
57,ENSXETP00000024969,ENSP00000349723,ENSPTRP00000052505,ENSMMUP00000004346,ENSGGOP00000001216,ENSMUSP00000068258,ENSBTAP00000023987,ENSGALP00000052312,NULL
58,ENSXETP00000059016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,ENSXETP00000062313,ENSP00000327436,ENSPTRP00000011435,ENSMMUP00000001602,ENSGGOP00000010890,ENSMUSP00000066413,ENSBTAP00000024364,ENSGALP00000050207,NULL
60,ENSXETP00000024971,ENSP00000327436,ENSPTRP00000011435,ENSMMUP00000001602,ENSGGOP00000010890,ENSMUSP00000066413,ENSBTAP00000024364,ENSGALP00000050207,NULL
61,ENSXETP00000060578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,ENSXETP00000063629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,ENSXETP00000055041,ENSP00000477437,ENSPTRP00000057478,ENSMMUP00000035638,ENSGGOP00000003743,ENSMUSP00000097108,ENSBTAP00000049141,ENSGALP00000025820,NULL
64,ENSXETP00000011852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,ENSXETP00000060860,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,ENSXETP00000058482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,ENSXETP00000061768,ENSP00000357564,ENSPTRP00000002305,ENSMMUP00000023149,ENSGGOP00000024731,ENSMUSP00000070588,ENSBTAP00000023407,NULL,NULL
68,ENSXETP00000044787,ENSP00000357564,ENSPTRP00000002305,ENSMMUP00000023149,ENSGGOP00000024731,ENSMUSP00000070588,ENSBTAP00000023407,NULL,NULL
69,ENSXETP00000058591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,ENSXETP00000058397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,ENSXETP00000059205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,ENSXETP00000059776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,ENSXETP00000023019,NULL,NULL,NULL,NULL,NULL,NULL,ENSGALP00000021453,NULL
74,ENSXETP00000059361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,ENSXETP00000048131,NULL,NULL,NULL,NULL,NULL,NULL,ENSGALP00000009835,NULL
76,ENSXETP00000058929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,ENSXETP00000062286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,ENSXETP00000062920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,ENSXETP00000031129,ENSP00000225823,ENSPTRP00000015351,ENSMMUP00000014975,NULL,ENSMUSP00000021045,ENSBTAP00000035204,ENSGALP00000056592,NULL
80,ENSXETP00000059643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,ENSXETP00000010407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,ENSXETP00000062167,ENSP00000386049,ENSPTRP00000049140,ENSMMUP00000038390,ENSGGOP00000003764,ENSMUSP00000036847,ENSBTAP00000053347,ENSGALP00000020324,NULL
83,ENSXETP00000039498,ENSP00000386049,ENSPTRP00000049140,ENSMMUP00000038390,ENSGGOP00000003764,ENSMUSP00000036847,ENSBTAP00000053347,ENSGALP00000020324,NULL
84,ENSXETP00000000374,ENSP00000299575,ENSPTRP00000014315,ENSMMUP00000047632,ENSGGOP00000012683,ENSMUSP00000104727,ENSBTAP00000010797,ENSGALP00000049486,NULL
85,ENSXETP00000026115,ENSP00000227524,ENSPTRP00000006406,ENSMMUP00000048083,ENSGGOP00000008458,ENSMUSP00000136858,ENSBTAP00000019100,ENSGALP00000049044,NULL
86,ENSXETP00000061710,NULL,NULL,NULL,NULL,ENSMUSP00000129466,NULL,NULL,NULL
87,ENSXETP00000000357,ENSP00000377007,ENSPTRP00000014312,ENSMMUP00000052445,ENSGGOP00000019973,ENSMUSP00000034205,ENSBTAP00000015452,ENSGALP00000038350,NULL
88,ENSXETP00000058313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,ENSXETP00000061289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,ENSXETP00000031141,ENSP00000392617,ENSPTRP00000016180,ENSMMUP00000046372,ENSGGOP00000016966,ENSMUSP00000021052,ENSBTAP00000028049,ENSGALP00000046347,NULL
91,ENSXETP00000060175,ENSP00000357842,ENSPTRP00000002201,ENSMMUP00000060431,ENSGGOP00000023639,ENSMUSP00000006123,ENSBTAP00000043710,ENSGALP00000049563,NULL
92,ENSXETP00000062162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,ENSXETP00000063538,NULL,NULL,NULL,NULL,ENSMUSP00000129466,NULL,NULL,NULL
94,ENSXETP00000063344,NULL,NULL,NULL,NULL,ENSMUSP00000129466,NULL,NULL,NULL
95,ENSXETP00000059505,ENSP00000467423,ENSPTRP00000017578,ENSMMUP00000023619,ENSGGOP00000014740,ENSMUSP00000092849,ENSBTAP00000002342,ENSGALP00000003011,NULL
96,ENSXETP00000019218,ENSP00000467423,ENSPTRP00000017578,ENSMMUP00000023619,ENSGGOP00000014740,ENSMUSP00000092849,ENSBTAP00000002342,ENSGALP00000003011,NULL
97,ENSXETP00000011827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,ENSXETP00000040137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,ENSXETP00000054554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,ENSXETP00000061501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,ENSXETP00000039695,ENSP00000308921,ENSPTRP00000038246,ENSMMUP00000024291,ENSGGOP00000023435,ENSMUSP00000133459,ENSBTAP00000012212,NULL,NULL
102,ENSXETP00000058388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,ENSXETP00000064122,ENSP00000357836,ENSPTRP00000002202,ENSMMUP00000022252,ENSGGOP00000028633,ENSMUSP00000102904,ENSBTAP00000033754,ENSGALP00000049234,NULL
104,ENSXETP00000044784,ENSP00000357836,ENSPTRP00000002202,ENSMMUP00000022252,ENSGGOP00000028633,ENSMUSP00000102904,ENSBTAP00000033754,ENSGALP00000049234,NULL
105,ENSXETP00000013503,ENSP00000309794,ENSPTRP00000016558,ENSMMUP00000027430,ENSGGOP00000019695,ENSMUSP00000048516,ENSBTAP00000004147,NULL,NULL
106,ENSXETP00000024974,ENSP00000374529,ENSPTRP00000052500,ENSMMUP00000059480,ENSGGOP00000012720,ENSMUSP00000098616,ENSBTAP00000055600,ENSGALP00000018144,NULL
107,ENSXETP00000023022,ENSP00000354518,ENSPTRP00000015362,ENSMMUP00000008444,NULL,ENSMUSP00000056154,ENSBTAP00000027106,ENSGALP00000021455,NULL
108,ENSXETP00000063142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,ENSXETP00000044791,ENSP00000357516,ENSPTRP00000002318,ENSMMUP00000014155,ENSGGOP00000000464,ENSMUSP00000113978,ENSBTAP00000013077,ENSGALP00000022004,NULL
110,ENSXETP00000056558,ENSP00000357516,ENSPTRP00000002318,ENSMMUP00000014155,ENSGGOP00000000464,ENSMUSP00000113978,ENSBTAP00000013077,ENSGALP00000022004,NULL
111,ENSXETP00000053297,ENSP00000219400,ENSPTRP00000014311,ENSMMUP00000017180,ENSGGOP00000006592,ENSMUSP00000120966,ENSBTAP00000052197,ENSGALP00000044593,NULL
112,ENSXETP00000061106,ENSP00000476295,ENSPTRP00000014308,ENSMMUP00000060801,ENSGGOP00000005954,ENSMUSP00000104730,ENSBTAP00000022750,ENSGALP00000021146,NULL
113,ENSXETP00000059775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,ENSXETP00000062064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,ENSXETP00000062934,ENSP00000371905,ENSPTRP00000009711,ENSMMUP00000009670,ENSGGOP00000025913,ENSMUSP00000086900,ENSBTAP00000008119,ENSGALP00000046757,NULL
116,ENSXETP00000059523,ENSP00000358106,ENSPTRP00000031522,ENSMMUP00000017722,ENSGGOP00000016782,ENSMUSP00000097444,ENSBTAP00000021658,ENSGALP00000024803,NULL
117,ENSXETP00000058923,NULL,NULL,NULL,NULL,ENSMUSP00000129466,NULL,NULL,NULL
118,ENSXETP00000061306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,ENSXETP00000054276,ENSP00000369592,ENSPTRP00000011440,ENSMMUP00000060693,NULL,ENSMUSP00000125757,ENSBTAP00000035166,ENSGALP00000018146,NULL
120,ENSXETP00000062044,NULL,NULL,NULL,NULL,ENSMUSP00000129466,NULL,NULL,NULL
121,ENSXETP00000018992,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,ENSXETP00000053296,ENSP00000455791,ENSPTRP00000014307,ENSMMUP00000042725,ENSGGOP00000008491,ENSMUSP00000077301,ENSBTAP00000023603,ENSGALP00000046426,NULL
123,ENSXETP00000059064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,ENSXETP00000028850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,ENSXETP00000023023,ENSP00000420514,ENSPTRP00000035663,ENSMMUP00000026527,ENSGGOP00000016131,ENSMUSP00000030125,ENSBTAP00000023720,ENSGALP00000021456,NULL
126,ENSXETP00000059693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,ENSXETP00000044492,ENSP00000286621,ENSPTRP00000004604,ENSMMUP00000029270,ENSGGOP00000005286,ENSMUSP00000047665,ENSBTAP00000014702,ENSGALP00000008095,NULL
128,ENSXETP00000026118,ENSP00000005286,ENSPTRP00000006408,NULL,ENSGGOP00000008471,ENSMUSP00000025645,ENSBTAP00000024433,ENSGALP00000045692,NULL
129,ENSXETP00000031147,ENSP00000310572,ENSPTRP00000056226,ENSMMUP00000022044,ENSGGOP00000006662,ENSMUSP00000021049,ENSBTAP00000028048,ENSGALP00000000468,NULL
130,ENSXETP00000000359,ENSP00000327048,ENSPTRP00000014305,ENSMMUP00000044843,ENSGGOP00000011168,ENSMUSP00000104732,ENSBTAP00000053555,ENSGALP00000041121,NULL
131,ENSXETP00000044796,ENSP00000357507,ENSPTRP00000002323,ENSMMUP00000014161,ENSGGOP00000023041,ENSMUSP00000124028,ENSBTAP00000026674,ENSGALP00000047381,NULL
132,ENSXETP00000018988,ENSP00000358092,ENSPTRP00000031523,ENSMMUP00000028193,ENSGGOP00000001899,ENSMUSP00000101129,ENSBTAP00000001081,ENSGALP00000054431,NULL
133,ENSXETP00000022570,ENSP00000274545,ENSPTRP00000029892,ENSMMUP00000061010,NULL,ENSMUSP00000126114,ENSBTAP00000017637,ENSGALP00000002598,NULL
134,ENSXETP00000058423,ENSP00000330601,ENSPTRP00000011443,ENSMMUP00000000133,ENSGGOP00000026333,ENSMUSP00000021685,ENSBTAP00000013614,ENSGALP00000045442,NULL
135,ENSXETP00000026124,ENSP00000309542,ENSPTRP00000048058,ENSMMUP00000058816,ENSGGOP00000000139,NULL,ENSBTAP00000019640,ENSGALP00000052006,NULL
136,ENSXETP00000060241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,ENSXETP00000018985,ENSP00000358072,ENSPTRP00000031526,ENSMMUP00000025856,ENSGGOP00000016228,ENSMUSP00000044769,ENSBTAP00000007100,ENSGALP00000024777,NULL
138,ENSXETP00000062861,ENSP00000358072,ENSPTRP00000031526,ENSMMUP00000025856,ENSGGOP00000016228,ENSMUSP00000044769,ENSBTAP00000007100,ENSGALP00000024777,NULL
139,ENSXETP00000038487,ENSP00000429900,ENSPTRP00000035200,ENSMMUP00000042877,ENSGGOP00000008533,ENSMUSP00000134825,ENSBTAP00000045295,ENSGALP00000049537,NULL
140,ENSXETP00000063453,ENSP00000261835,ENSPTRP00000011444,ENSMMUP00000000137,ENSGGOP00000004718,ENSMUSP00000021684,ENSBTAP00000046805,ENSGALP00000018174,NULL
141,ENSXETP00000024984,ENSP00000261835,ENSPTRP00000011444,ENSMMUP00000000137,ENSGGOP00000004718,ENSMUSP00000021684,ENSBTAP00000046805,ENSGALP00000018174,NULL
142,ENSXETP00000063860,ENSP00000261835,ENSPTRP00000011444,ENSMMUP00000000137,ENSGGOP00000004718,ENSMUSP00000021684,ENSBTAP00000046805,ENSGALP00000018174,NULL
143,ENSXETP00000061803,ENSP00000261835,ENSPTRP00000011444,ENSMMUP00000000137,ENSGGOP00000004718,ENSMUSP00000021684,ENSBTAP00000046805,ENSGALP00000018174,NULL
144,ENSXETP00000044806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,ENSXETP00000044495,ENSP00000340609,ENSPTRP00000004609,ENSMMUP00000026622,ENSGGOP00000026044,ENSMUSP00000073534,ENSBTAP00000003800,ENSGALP00000008022,NULL
146,ENSXETP00000059521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,ENSXETP00000062697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,ENSXETP00000044837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,ENSXETP00000033068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,ENSXETP00000044497,ENSP00000361785,ENSPTRP00000039811,ENSMMUP00000012163,ENSGGOP00000010742,ENSMUSP00000113305,NULL,ENSGALP00000058383,NULL
151,ENSXETP00000031166,ENSP00000396320,ENSPTRP00000016195,ENSMMUP00000000782,ENSGGOP00000024945,ENSMUSP00000021056,ENSBTAP00000006265,ENSGALP00000053101,NULL
152,ENSXETP00000062177,NULL,NULL,NULL,NULL,NULL,NULL,ENSGALP00000001020,NULL
153,ENSXETP00000041746,ENSP00000358062,ENSPTRP00000031527,ENSMMUP00000010631,ENSGGOP00000016333,ENSMUSP00000020017,ENSBTAP00000023304,NULL,NULL
154,ENSXETP00000064038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,ENSXETP00000044827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,ENSXETP00000003283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,ENSXETP00000059614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,ENSXETP00000044854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,ENSXETP00000011445,ENSP00000473259,ENSPTRP00000000818,ENSMMUP00000055403,ENSGGOP00000012736,ENSMUSP00000030578,ENSBTAP00000048125,ENSGALP00000057042,NULL
160,ENSXETP00000041752,ENSP00000358059,ENSPTRP00000031531,ENSMMUP00000010634,ENSGGOP00000008066,ENSMUSP00000060940,ENSBTAP00000023334,ENSGALP00000024715,NULL
161,ENSXETP00000060316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,ENSXETP00000061315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,ENSXETP00000059743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,ENSXETP00000044858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,ENSXETP00000012044,ENSP00000335255,ENSPTRP00000007243,ENSMMUP00000027354,ENSGGOP00000008272,NULL,ENSBTAP00000006983,ENSGALP00000035639,NULL
166,ENSXETP00000060654,ENSP00000482753,ENSPTRP00000035642,ENSMMUP00000021694,ENSGGOP00000020333,ENSMUSP00000103762,ENSBTAP00000013268,ENSGALP00000002890,NULL
167,ENSXETP00000020664,ENSP00000482753,ENSPTRP00000035642,ENSMMUP00000021694,ENSGGOP00000020333,ENSMUSP00000103762,ENSBTAP00000013268,ENSGALP00000002890,NULL
168,ENSXETP00000030798,ENSP00000389252,ENSPTRP00000028078,ENSMMUP00000041949,ENSGGOP00000023522,ENSMUSP00000091505,ENSBTAP00000029938,ENSGALP00000055554,NULL
169,ENSXETP00000012047,ENSP00000340913,ENSPTRP00000007239,ENSMMUP00000055143,ENSGGOP00000008993,ENSMUSP00000057965,ENSBTAP00000053428,ENSGALP00000058231,NULL
170,ENSXETP00000041743,ENSP00000358042,ENSPTRP00000031534,ENSMMUP00000010925,ENSGGOP00000025533,ENSMUSP00000020012,ENSBTAP00000023342,ENSGALP00000024707,NULL
171,ENSXETP00000011446,ENSP00000386870,ENSPTRP00000060352,ENSMMUP00000042631,ENSGGOP00000019738,ENSMUSP00000135913,ENSBTAP00000037898,NULL,NULL
172,ENSXETP00000041112,ENSP00000166244,NULL,ENSMMUP00000027314,ENSGGOP00000019708,ENSMUSP00000030420,ENSBTAP00000037611,ENSGALP00000007542,NULL
173,ENSXETP00000055697,ENSP00000166244,NULL,ENSMMUP00000027314,ENSGGOP00000019708,ENSMUSP00000030420,ENSBTAP00000037611,ENSGALP00000007542,NULL
174,ENSXETP00000038508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,ENSXETP00000057571,ENSP00000413017,ENSPTRP00000043242,ENSMMUP00000019744,ENSGGOP00000001551,ENSMUSP00000030586,ENSBTAP00000020099,ENSGALP00000005118,NULL
176,ENSXETP00000048663,ENSP00000341637,ENSPTRP00000048230,ENSMMUP00000058836,ENSGGOP00000020882,NULL,NULL,NULL,NULL
177,ENSXETP00000060728,ENSP00000341637,ENSPTRP00000048230,ENSMMUP00000058836,ENSGGOP00000020882,NULL,NULL,NULL,NULL
178,ENSXETP00000063811,ENSP00000341637,ENSPTRP00000048230,ENSMMUP00000058836,ENSGGOP00000020882,NULL,NULL,NULL,NULL
179,ENSXETP00000045301,ENSP00000233535,ENSPTRP00000020201,ENSMMUP00000013446,ENSGGOP00000011368,ENSMUSP00000031037,ENSBTAP00000015117,NULL,NULL
180,ENSXETP00000060527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,ENSXETP00000011447,ENSP00000362711,ENSPTRP00000000829,ENSMMUP00000020438,ENSGGOP00000001550,ENSMUSP00000081285,ENSBTAP00000017100,ENSGALP00000005123,NULL
182,ENSXETP00000049507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,ENSXETP00000059805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,ENSXETP00000063301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,ENSXETP00000043128,ENSP00000413100,ENSPTRP00000053807,NULL,ENSGGOP00000014563,ENSMUSP00000137122,ENSBTAP00000044713,NULL,NULL
186,ENSXETP00000058030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,ENSXETP00000030792,ENSP00000422354,ENSPTRP00000045717,ENSMMUP00000041884,ENSGGOP00000016691,ENSMUSP00000029651,ENSBTAP00000018510,ENSGALP00000017187,NULL
188,ENSXETP00000049518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,ENSXETP00000039188,ENSP00000370713,ENSPTRP00000003786,ENSMMUP00000022527,ENSGGOP00000003116,ENSMUSP00000064775,ENSBTAP00000018870,ENSGALP00000056685,NULL
190,ENSXETP00000011376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,ENSXETP00000045304,ENSP00000352536,ENSPTRP00000020208,ENSMMUP00000052874,ENSGGOP00000004654,ENSMUSP00000098957,ENSBTAP00000022977,ENSGALP00000047476,NULL
192,ENSXETP00000001252,ENSP00000333310,ENSPTRP00000021109,ENSMMUP00000059111,ENSGGOP00000006588,ENSMUSP00000024738,ENSBTAP00000003629,ENSGALP00000027077,NULL
193,ENSXETP00000020351,ENSP00000333310,ENSPTRP00000021109,ENSMMUP00000059111,ENSGGOP00000006588,ENSMUSP00000024738,ENSBTAP00000003629,ENSGALP00000027077,NULL
194,ENSXETP00000060462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,ENSXETP00000058563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,ENSXETP00000046685,ENSP00000301712,ENSPTRP00000053809,ENSMMUP00000016334,ENSGGOP00000025433,ENSMUSP00000127997,ENSBTAP00000018773,ENSGALP00000051612,NULL
