ENSXETP00000026118	ENSP00000005286	ENSPTRP00000006408		ENSGGOP00000008471	ENSMUSP00000025645	ENSBTAP00000024433	ENSGALP00000045692
ENSXETP00000031147	ENSP00000310572	ENSPTRP00000056226	ENSMMUP00000022044	ENSGGOP00000006662	ENSMUSP00000021049	ENSBTAP00000028048	ENSGALP00000000468
ENSXETP00000000359	ENSP00000327048	ENSPTRP00000014305	ENSMMUP00000044843	ENSGGOP00000011168	ENSMUSP00000104732	ENSBTAP00000053555	ENSGALP00000041121
ENSXETP00000044796	ENSP00000357507	ENSPTRP00000002323	ENSMMUP00000014161	ENSGGOP00000023041	ENSMUSP00000124028	ENSBTAP00000026674	ENSGALP00000047381
ENSXETP00000018988	ENSP00000358092	ENSPTRP00000031523	ENSMMUP00000028193	ENSGGOP00000001899	ENSMUSP00000101129	ENSBTAP00000001081	ENSGALP00000054431
ENSXETP00000022570	ENSP00000274545	ENSPTRP00000029892	ENSMMUP00000061010		ENSMUSP00000126114	ENSBTAP00000017637	ENSGALP00000002598
ENSXETP00000058423	ENSP00000330601	ENSPTRP00000011443	ENSMMUP00000000133	ENSGGOP00000026333	ENSMUSP00000021685	ENSBTAP00000013614	ENSGALP00000045442
ENSXETP00000026124	ENSP00000309542	ENSPTRP00000048058	ENSMMUP00000058816	ENSGGOP00000000139		ENSBTAP00000019640	ENSGALP00000052006
ENSXETP00000060241							
ENSXETP00000018985	ENSP00000358072	ENSPTRP00000031526	ENSMMUP00000025856	ENSGGOP00000016228	ENSMUSP00000044769	ENSBTAP00000007100	ENSGALP00000024777
ENSXETP00000062861	ENSP00000358072	ENSPTRP00000031526	ENSMMUP00000025856	ENSGGOP00000016228	ENSMUSP00000044769	ENSBTAP00000007100	ENSGALP00000024777
ENSXETP00000038487	ENSP00000429900	ENSPTRP00000035200	ENSMMUP00000042877	ENSGGOP00000008533	ENSMUSP00000134825	ENSBTAP00000045295	ENSGALP00000049537
ENSXETP00000063453	ENSP00000261835	ENSPTRP00000011444	ENSMMUP00000000137	ENSGGOP00000004718	ENSMUSP00000021684	ENSBTAP00000046805	ENSGALP00000018174
ENSXETP00000024984	ENSP00000261835	ENSPTRP00000011444	ENSMMUP00000000137	ENSGGOP00000004718	ENSMUSP00000021684	ENSBTAP00000046805	ENSGALP00000018174
ENSXETP00000063860	ENSP00000261835	ENSPTRP00000011444	ENSMMUP00000000137	ENSGGOP00000004718	ENSMUSP00000021684	ENSBTAP00000046805	ENSGALP00000018174
ENSXETP00000061803	ENSP00000261835	ENSPTRP00000011444	ENSMMUP00000000137	ENSGGOP00000004718	ENSMUSP00000021684	ENSBTAP00000046805	ENSGALP00000018174
ENSXETP00000044806							
ENSXETP00000044495	ENSP00000340609	ENSPTRP00000004609	ENSMMUP00000026622	ENSGGOP00000026044	ENSMUSP00000073534	ENSBTAP00000003800	ENSGALP00000008022
ENSXETP00000059521							
ENSXETP00000062697							
ENSXETP00000044837							
ENSXETP00000033068							
ENSXETP00000044497	ENSP00000361785	ENSPTRP00000039811	ENSMMUP00000012163	ENSGGOP00000010742	ENSMUSP00000113305		ENSGALP00000058383
ENSXETP00000031166	ENSP00000396320	ENSPTRP00000016195	ENSMMUP00000000782	ENSGGOP00000024945	ENSMUSP00000021056	ENSBTAP00000006265	ENSGALP00000053101
ENSXETP00000062177							ENSGALP00000001020
ENSXETP00000041746	ENSP00000358062	ENSPTRP00000031527	ENSMMUP00000010631	ENSGGOP00000016333	ENSMUSP00000020017	ENSBTAP00000023304	
ENSXETP00000064038							
ENSXETP00000044827							
ENSXETP00000003283							
ENSXETP00000059614							
ENSXETP00000044854							
ENSXETP00000011445	ENSP00000473259	ENSPTRP00000000818	ENSMMUP00000055403	ENSGGOP00000012736	ENSMUSP00000030578	ENSBTAP00000048125	ENSGALP00000057042
ENSXETP00000041752	ENSP00000358059	ENSPTRP00000031531	ENSMMUP00000010634	ENSGGOP00000008066	ENSMUSP00000060940	ENSBTAP00000023334	ENSGALP00000024715
ENSXETP00000060316							
ENSXETP00000061315							
ENSXETP00000059743							
ENSXETP00000044858							
ENSXETP00000012044	ENSP00000335255	ENSPTRP00000007243	ENSMMUP00000027354	ENSGGOP00000008272		ENSBTAP00000006983	ENSGALP00000035639
ENSXETP00000060654	ENSP00000482753	ENSPTRP00000035642	ENSMMUP00000021694	ENSGGOP00000020333	ENSMUSP00000103762	ENSBTAP00000013268	ENSGALP00000002890
ENSXETP00000020664	ENSP00000482753	ENSPTRP00000035642	ENSMMUP00000021694	ENSGGOP00000020333	ENSMUSP00000103762	ENSBTAP00000013268	ENSGALP00000002890
ENSXETP00000030798	ENSP00000389252	ENSPTRP00000028078	ENSMMUP00000041949	ENSGGOP00000023522	ENSMUSP00000091505	ENSBTAP00000029938	ENSGALP00000055554
ENSXETP00000012047	ENSP00000340913	ENSPTRP00000007239	ENSMMUP00000055143	ENSGGOP00000008993	ENSMUSP00000057965	ENSBTAP00000053428	ENSGALP00000058231
ENSXETP00000041743	ENSP00000358042	ENSPTRP00000031534	ENSMMUP00000010925	ENSGGOP00000025533	ENSMUSP00000020012	ENSBTAP00000023342	ENSGALP00000024707
ENSXETP00000011446	ENSP00000386870	ENSPTRP00000060352	ENSMMUP00000042631	ENSGGOP00000019738	ENSMUSP00000135913	ENSBTAP00000037898	
ENSXETP00000041112	ENSP00000166244		ENSMMUP00000027314	ENSGGOP00000019708	ENSMUSP00000030420	ENSBTAP00000037611	ENSGALP00000007542
ENSXETP00000055697	ENSP00000166244		ENSMMUP00000027314	ENSGGOP00000019708	ENSMUSP00000030420	ENSBTAP00000037611	ENSGALP00000007542
ENSXETP00000038508							
ENSXETP00000057571	ENSP00000413017	ENSPTRP00000043242	ENSMMUP00000019744	ENSGGOP00000001551	ENSMUSP00000030586	ENSBTAP00000020099	ENSGALP00000005118
ENSXETP00000048663	ENSP00000341637	ENSPTRP00000048230	ENSMMUP00000058836	ENSGGOP00000020882			
ENSXETP00000060728	ENSP00000341637	ENSPTRP00000048230	ENSMMUP00000058836	ENSGGOP00000020882			
ENSXETP00000063811	ENSP00000341637	ENSPTRP00000048230	ENSMMUP00000058836	ENSGGOP00000020882			
ENSXETP00000045301	ENSP00000233535	ENSPTRP00000020201	ENSMMUP00000013446	ENSGGOP00000011368	ENSMUSP00000031037	ENSBTAP00000015117	
ENSXETP00000060527							
ENSXETP00000011447	ENSP00000362711	ENSPTRP00000000829	ENSMMUP00000020438	ENSGGOP00000001550	ENSMUSP00000081285	ENSBTAP00000017100	ENSGALP00000005123
ENSXETP00000049507							
ENSXETP00000059805							
ENSXETP00000063301							
ENSXETP00000043128	ENSP00000413100	ENSPTRP00000053807		ENSGGOP00000014563	ENSMUSP00000137122	ENSBTAP00000044713	
ENSXETP00000058030							
ENSXETP00000030792	ENSP00000422354	ENSPTRP00000045717	ENSMMUP00000041884	ENSGGOP00000016691	ENSMUSP00000029651	ENSBTAP00000018510	ENSGALP00000017187
ENSXETP00000049518							
ENSXETP00000039188	ENSP00000370713	ENSPTRP00000003786	ENSMMUP00000022527	ENSGGOP00000003116	ENSMUSP00000064775	ENSBTAP00000018870	ENSGALP00000056685
ENSXETP00000011376							
ENSXETP00000045304	ENSP00000352536	ENSPTRP00000020208	ENSMMUP00000052874	ENSGGOP00000004654	ENSMUSP00000098957	ENSBTAP00000022977	ENSGALP00000047476
ENSXETP00000001252	ENSP00000333310	ENSPTRP00000021109	ENSMMUP00000059111	ENSGGOP00000006588	ENSMUSP00000024738	ENSBTAP00000003629	ENSGALP00000027077
ENSXETP00000020351	ENSP00000333310	ENSPTRP00000021109	ENSMMUP00000059111	ENSGGOP00000006588	ENSMUSP00000024738	ENSBTAP00000003629	ENSGALP00000027077
ENSXETP00000060462							
ENSXETP00000058563							
ENSXETP00000046685	ENSP00000301712	ENSPTRP00000053809	ENSMMUP00000016334	ENSGGOP00000025433	ENSMUSP00000127997	ENSBTAP00000018773	ENSGALP00000051612
ENSXETP00000059709							
ENSXETP00000041741	ENSP00000485698	ENSPTRP00000031537	ENSMMUP00000053096	ENSGGOP00000022018	ENSMUSP00000019932	ENSBTAP00000028523	ENSGALP00000024677
ENSXETP00000062033	ENSP00000329093	ENSPTRP00000008883	ENSMMUP00000010151	ENSGGOP00000012644	ENSMUSP00000006949	ENSBTAP00000027708	ENSGALP00000037703
ENSXETP00000062657							
ENSXETP00000060248	ENSP00000262244	ENSPTRP00000035638		ENSGGOP00000004510	ENSMUSP00000100040	ENSBTAP00000001063	ENSGALP00000049582
ENSXETP00000062227	ENSP00000262244	ENSPTRP00000035638		ENSGGOP00000004510	ENSMUSP00000100040	ENSBTAP00000001063	ENSGALP00000049582
ENSXETP00000020668	ENSP00000262244	ENSPTRP00000035638		ENSGGOP00000004510	ENSMUSP00000100040	ENSBTAP00000001063	ENSGALP00000049582
ENSXETP00000024989	ENSP00000261835	ENSPTRP00000011444	ENSMMUP00000000137	ENSGGOP00000004718	ENSMUSP00000021684	ENSBTAP00000046805	ENSGALP00000018174
ENSXETP00000041737	ENSP00000358033	ENSPTRP00000031540	ENSMMUP00000003035		ENSMUSP00000093393	ENSBTAP00000029142	ENSGALP00000036474
ENSXETP00000062672	ENSP00000358033	ENSPTRP00000031540	ENSMMUP00000003035		ENSMUSP00000093393	ENSBTAP00000029142	ENSGALP00000036474
ENSXETP00000001722	ENSP00000366998	ENSPTRP00000052352	ENSMMUP00000046084	ENSGGOP00000008759	ENSMUSP00000105657	ENSBTAP00000039204	ENSGALP00000032624
ENSXETP00000060720	ENSP00000366998	ENSPTRP00000052352	ENSMMUP00000046084	ENSGGOP00000008759	ENSMUSP00000105657	ENSBTAP00000039204	ENSGALP00000032624
ENSXETP00000012055	ENSP00000325120	ENSPTRP00000007237	ENSMMUP00000015545	ENSGGOP00000024814	ENSMUSP00000140124	ENSBTAP00000010545	ENSGALP00000027736
ENSXETP00000056100	ENSP00000363157	ENSPTRP00000036375	ENSMMUP00000016931	ENSGGOP00000010545	ENSMUSP00000050144	ENSBTAP00000036310	ENSGALP00000039261
ENSXETP00000062384	ENSP00000282572	ENSPTRP00000028906	ENSMMUP00000013595	ENSGGOP00000008954	ENSMUSP00000040083	ENSBTAP00000054256	ENSGALP00000041991
ENSXETP00000051641	ENSP00000265131	ENSPTRP00000036381	ENSMMUP00000004470	ENSGGOP00000009901	ENSMUSP00000103000	ENSBTAP00000000752	ENSGALP00000058289
ENSXETP00000011450	ENSP00000362728	ENSPTRP00000000827	ENSMMUP00000011086	ENSGGOP00000003939	ENSMUSP00000099650	ENSBTAP00000003764	ENSGALP00000005336
ENSXETP00000030789	ENSP00000415433	ENSPTRP00000028074	ENSMMUP00000048028	ENSGGOP00000013166	ENSMUSP00000029650	ENSBTAP00000044968	ENSGALP00000017190
ENSXETP00000050709	ENSP00000381499	ENSPTRP00000022826	ENSMMUP00000025508	ENSGGOP00000015679	ENSMUSP00000105594	ENSBTAP00000008861	ENSGALP00000056099
ENSXETP00000031477	ENSP00000265969	ENSPTRP00000005944	ENSMMUP00000008445	ENSGGOP00000015335	ENSMUSP00000124938	ENSBTAP00000007132	ENSGALP00000010023
ENSXETP00000059917	ENSP00000385269	ENSPTRP00000017713	ENSMMUP00000008615	ENSGGOP00000005969	ENSMUSP00000096549	ENSBTAP00000000805	ENSGALP00000001027
ENSXETP00000019204	ENSP00000385269	ENSPTRP00000017713	ENSMMUP00000008615	ENSGGOP00000005969	ENSMUSP00000096549	ENSBTAP00000000805	ENSGALP00000001027
ENSXETP00000020669						ENSBTAP00000045713	
ENSXETP00000003722	ENSP00000448182	ENSPTRP00000008882	ENSMMUP00000048777	ENSGGOP00000013574	ENSMUSP00000020339	ENSBTAP00000030401	ENSGALP00000016547
ENSXETP00000048012							
ENSXETP00000060692	ENSP00000330862	ENSPTRP00000007679	ENSMMUP00000026594	ENSGGOP00000026757	ENSMUSP00000110898	ENSBTAP00000027678	ENSGALP00000002192
ENSXETP00000006311	ENSP00000330862	ENSPTRP00000007679	ENSMMUP00000026594	ENSGGOP00000026757	ENSMUSP00000110898	ENSBTAP00000027678	ENSGALP00000002192
ENSXETP00000058866	ENSP00000429150	ENSPTRP00000035196	ENSMMUP00000020125	ENSGGOP00000026853	ENSMUSP00000066359	ENSBTAP00000040143	ENSGALP00000057700
ENSXETP00000038512	ENSP00000429150	ENSPTRP00000035196	ENSMMUP00000020125	ENSGGOP00000026853	ENSMUSP00000066359	ENSBTAP00000040143	ENSGALP00000057700
ENSXETP00000005782							
ENSXETP00000041734	ENSP00000318900	ENSPTRP00000031541	ENSMMUP00000055987	ENSGGOP00000014910	ENSMUSP00000040072	ENSBTAP00000025519	ENSGALP00000054799
ENSXETP00000050714	ENSP00000366347	ENSPTRP00000022825		ENSGGOP00000007897	ENSMUSP00000069666	ENSBTAP00000013574	ENSGALP00000054805
ENSXETP00000012066	ENSP00000298815	ENSPTRP00000007230	ENSMMUP00000046427	ENSGGOP00000011118	ENSMUSP00000091419	ENSBTAP00000005797	ENSGALP00000027741
ENSXETP00000058668	ENSP00000366748	ENSPTRP00000020760	ENSMMUP00000002842	ENSGGOP00000023017	ENSMUSP00000090281	ENSBTAP00000026802	ENSGALP00000053521
ENSXETP00000050715	ENSP00000346879	ENSPTRP00000039894			ENSMUSP00000001536	ENSBTAP00000000704	ENSGALP00000055123
ENSXETP00000046742	ENSP00000310149	ENSPTRP00000043948	ENSMMUP00000009448	ENSGGOP00000012371	ENSMUSP00000031521	ENSBTAP00000023544	ENSGALP00000006227
ENSXETP00000061304							ENSGALP00000012174
ENSXETP00000063664	ENSP00000366396	ENSPTRP00000022823	ENSMMUP00000014968	ENSGGOP00000026008	ENSMUSP00000028921	ENSBTAP00000015019	ENSGALP00000013622
ENSXETP00000050719	ENSP00000366396	ENSPTRP00000022823	ENSMMUP00000014968	ENSGGOP00000026008	ENSMUSP00000028921	ENSBTAP00000015019	ENSGALP00000013622
ENSXETP00000031498	ENSP00000297562	ENSPTRP00000056847	ENSMMUP00000014717		ENSMUSP00000041863	ENSBTAP00000016176	ENSGALP00000045978
ENSXETP00000060467	ENSP00000222388	ENSPTRP00000034049	ENSMMUP00000008786	ENSGGOP00000000310	ENSMUSP00000030795	ENSBTAP00000000799	ENSGALP00000050535
ENSXETP00000031507	ENSP00000222388	ENSPTRP00000034049	ENSMMUP00000008786	ENSGGOP00000000310	ENSMUSP00000030795	ENSBTAP00000000799	ENSGALP00000050535
ENSXETP00000030786	ENSP00000416125	ENSPTRP00000028072	ENSMMUP00000014348	ENSGGOP00000011104	ENSMUSP00000124280	ENSBTAP00000044964	ENSGALP00000044120
ENSXETP00000058662							
ENSXETP00000054360							
ENSXETP00000039219	ENSP00000350954	ENSPTRP00000003785	ENSMMUP00000036387	ENSGGOP00000021835	ENSMUSP00000062174	ENSBTAP00000000906	ENSGALP00000010894
ENSXETP00000030783	ENSP00000343885	ENSPTRP00000028067	ENSMMUP00000022380	ENSGGOP00000002143	ENSMUSP00000029644	ENSBTAP00000003165	ENSGALP00000017202
